-18,1.02726579,-0.21346589,0.97545804,0.24122382
13,1.14261873,-0.43749453,1.05529281,-0.02309067
47,1.04490447,-0.37239849,0.56817790,0.79392606
111,0.95900184,-0.10710141,0.86639147,0.39696303
145,0.92427631,-0.07172847,0.81259511,0.43454678
177,0.93360376,-0.08867800,0.80694527,0.46107649
208,0.93863986,-0.14738726,0.80178671,0.46525246
239,0.93408651,-0.16998664,0.79294348,0.46353294
283,0.93612515,-0.15156324,0.73890148,0.55442176
314,0.91104257,-0.15205453,0.72784744,0.52641818
318,0.91508953,-0.17146052,0.75781618,0.48343023
349,0.97394452,-0.18595360,0.82536868,0.48244764
380,1.57208262,-0.04716392,1.42670871,0.65857542
414,1.33673888,0.14812420,1.25180916,0.44486389
444,0.99086867,0.11054045,0.91724007,0.35815105
447,0.77374001,0.14566775,0.70524806,0.28298355
477,0.77870879,0.17244310,0.71261742,0.26234933
480,0.88623516,0.17686472,0.84772241,0.18841005
509,0.94382096,0.17318003,0.91969653,0.12233143
512,1.08608764,0.21125508,1.05652104,0.13682451
542,1.10594324,0.26234933,1.06020572,0.17391697
545,1.07695681,0.27905322,1.02532406,0.17514520
575,1.03553134,0.21788750,1.00444420,0.12626176
639,0.97124308,0.08450203,0.96415835,0.08106300
642,1.02502947,0.06165701,1.02213067,0.04618134
673,1.04134760,0.04298795,1.03957150,0.04298795
706,1.01404642,0.03193391,1.00616372,0.12208578
737,0.99471351,0.06411346,0.97521240,0.18521666
771,1.03952974,0.09211704,1.01304179,0.21420282
834,1.01920164,0.05920055,0.99339016,0.22009831
837,0.99175047,0.05355071,0.96121061,0.23827608
867,0.94771860,0.04618134,0.92853976,0.18398843
870,0.97784304,0.01817776,0.96784303,0.13829838
900,0.98143666,-0.02456454,0.96980820,0.14861549
932,0.98193934,-0.04372489,0.96784303,0.15991518
934,1.00216340,-0.07639573,0.98921419,0.14124613
968,1.04476263,-0.13068337,1.01991987,0.18497102
1032,1.01621977,0.03561859,1.01083098,0.09825818
1062,1.14405776,0.15991518,1.12677563,0.11692723
1070,1.22196301,0.18226892,1.19113474,0.20290313
1097,1.22884219,0.06804379,1.22036654,0.12699869
1127,1.21469325,0.06878072,1.20857556,0.10046898
1132,1.25751244,0.10464496,1.25180916,0.05797232
1194,0.99847369,-0.00073694,0.85533742,0.51511849
1224,1.01615455,-0.32719973,0.90765990,0.31884778
1229,0.97584502,-0.25915594,0.91159023,0.23262623
1261,1.10932898,-0.18595360,1.08648978,0.12478788
1289,1.06519661,-0.05772668,1.04890603,0.17637343
1293,0.96284320,0.01940599,0.93148751,0.24294334
1324,0.84156783,-0.04962038,0.78139814,0.30853067
1374,0.83139108,-0.06042878,0.76665942,0.31590004
1413,0.81835251,-0.12159449,0.74995553,0.30410905
1416,0.90706607,-0.19307732,0.82512303,0.32351504
1446,0.90607365,-0.18497102,0.82929900,0.31467181
1448,0.92689059,-0.17367133,0.85263532,0.31933907
1480,1.03744076,-0.17416262,0.97668627,0.30337212
1513,1.07047336,-0.20781604,1.00665501,0.29895050
1564,0.92396766,-0.16384551,0.86344372,0.28519436
1594,0.94658972,0.25719078,0.89881666,-0.14836985
1628,0.79530055,0.37534623,0.69910692,0.05355071
1658,0.90001405,0.45739181,0.75069246,0.19307732
1663,1.36717974,0.66029494,1.07961171,0.51732930
1696,1.73761564,0.38394382,1.65368510,0.37043332
1726,1.43496104,0.18890134,1.41663725,0.12871821
1762,0.37553942,-0.01621260,0.26627966,0.26431449
1795,0.69061331,0.05895491,0.64506492,0.23950430
1827,0.79650154,-0.06485040,0.79122396,0.06460475
1861,0.62150107,-0.08155429,0.48343023,0.38197866
1890,0.68301245,-0.10415367,0.48220200,0.47237618
1894,0.72015426,-0.09088881,0.47090231,0.53722658
1964,1.07676268,0.12970079,0.84059869,0.66029494
1991,1.17771508,-0.39057625,1.02950004,0.41784289
2023,1.39788743,-0.70426548,1.19113474,0.19823587
2054,1.35918268,-0.70991532,1.13733839,0.22329170
2059,1.30998042,-0.64334541,1.08182252,0.36306396
2118,1.02283720,-0.29845921,0.91232716,0.35323814
2121,0.78644411,-0.43135339,0.54582417,0.36674864
2151,0.84365949,-0.39991078,0.62836103,0.39622609
2154,1.26240423,-0.54385900,1.06757508,0.39769997
2185,1.24979398,-0.66619043,0.95850851,0.44658341
2215,1.23157241,-0.67822706,0.94598059,0.40236723
2218,1.11663505,-0.64678444,0.76469425,0.49374733
2248,1.06891046,-0.67208592,0.54066561,0.63130878
2274,1.19996480,-0.70868709,0.72219759,0.64506492
2280,1.13989209,-0.68166609,0.61239408,0.67798141
2319,1.03916017,-0.50431009,0.07541315,0.90544909
2351,1.25181769,-0.50725783,0.10022334,1.14004049
2378,1.18318287,-0.45051374,-0.04519876,1.09312221
2381,1.23780915,0.19356861,-0.00270210,1.22257735
2410,1.35399082,0.84551160,-0.14050919,1.04816909
2414,1.52660295,1.08698107,-0.17661907,1.05725797
2443,1.39495185,0.94180462,-0.32621714,0.97594933
2446,2.31187302,1.42695436,0.47483263,1.75587360
2509,0.90586701,-0.20585088,0.21395718,0.85582871
2512,0.67961468,-0.34365797,-0.02874052,0.58561873
2541,0.76802476,-0.40015642,0.02309067,0.65513639
2545,0.69724393,-0.25399738,-0.06018313,0.64653880
2575,0.62591200,-0.02431890,-0.17784730,0.59962052
