-23,0.92913526,-0.11397948,0.89267553,0.23115236
9,1.09044988,-0.09678430,1.02556971,0.35765976
12,1.30326486,-0.12012062,1.21471670,0.45665487
43,1.13500010,-0.01670389,1.06364475,0.39573480
74,1.11318312,0.00417597,1.02630665,0.43110775
83,1.20029621,0.09285398,1.05676668,0.56154547
97,1.17269558,0.11201432,1.03367601,0.54238513
127,1.07750386,0.03979456,0.95752592,0.49251911
161,0.88734416,0.00712372,0.79539993,0.39327835
243,0.76846846,0.11201432,0.70303725,0.28937033
276,0.76851847,0.16310857,0.71212613,0.23852172
308,1.04460101,0.07271105,0.97521240,0.36723993
340,1.06873516,0.05969184,0.98577515,0.40850837
372,1.06990056,-0.02186244,0.97938837,0.43012516
374,1.07854778,-0.14173742,0.97766885,0.43282726
405,1.04379892,-0.05207683,0.94106768,0.44854857
436,1.03317324,0.01007146,0.95040221,0.40506933
439,1.03558355,0.01744083,0.93983945,0.43454678
469,0.94170431,-0.05551587,0.83347498,0.43479243
503,0.86770808,-0.02603842,0.77697653,0.38541769
569,0.87821821,-0.12405095,0.76641377,0.41047353
599,0.85995434,-0.13510499,0.76764200,0.36330961
631,0.84488209,-0.12282272,0.74970988,0.36969639
635,0.85646719,-0.01523002,0.76469425,0.38541769
665,1.65566929,0.37829398,1.58736083,0.28003580
697,1.11863524,0,1.07936606,0.29379195
729,0.96115398,-0.09334527,0.90225570,0.31786520
732,0.93872581,-0.06755250,0.85754823,0.37583752
763,0.99690713,-0.09604737,0.96219319,0.24245205
797,1.03571252,0.11741852,1.02900875,-0.00736936
833,1.04365037,0.14714162,1.03269343,0.03316213
861,1.07506193,0.15131759,1.05750362,0.12061191
892,1.08725172,0.01179098,1.08280510,0.09752124
896,1.17560184,0.08794107,1.16706148,0.11078609
959,0.99480486,-0.01547566,0.98651209,0.12724434
991,0.93468219,0.04347924,0.92362685,0.13657886
1024,0.91601685,-0.09776688,0.89464069,0.17072358
1056,0.87655989,-0.04200537,0.86123291,0.15770437
1121,0.89914704,-0.03782940,0.87941067,0.18349714
1123,0.93335166,-0.03021439,0.91502926,0.18153198
1152,0.96258672,-0.02087986,0.94843704,0.16310857
1157,1.01064976,-0.04642699,1.00026823,0.13682451
1186,0.91870807,-0.01866905,0.90716861,0.14394823
1220,0.98844834,-0.05625281,0.97570369,0.14787855
1251,1.39886690,0.23188929,1.36971897,0.16409115
1317,1.14548662,0.23827608,1.11768675,0.07836090
1347,1.01764303,0.29551146,0.96342141,0.14173742
1351,0.88219800,0.28421177,0.81062995,0.20093797
1380,0.92397608,0.27807064,0.83765095,0.27340337
1383,1.00071578,0.20634217,0.92559202,0.31958472
1413,1.12904462,-0.04667263,1.06560992,0.37018768
1446,1.10483198,-0.01228227,1.04816909,0.34906217
1449,0.94308307,0.10046898,0.90815119,0.23360881
1478,0.95404350,0.04470747,0.90594038,0.29575711
1481,0.94940129,0.10513625,0.90692296,0.26038417
1512,0.90987197,0.21862444,0.85361790,0.22673074
1545,0.87538567,0.05600716,0.83666837,0.25129528
1576,0.86610963,-0.09457349,0.79490864,0.33063876
1614,0.85204050,0.11250561,0.81357770,0.22673074
1644,0.84526981,0.09825818,0.80645398,0.23336317
1711,0.94364158,-0.03439036,0.88063890,0.33727119
1740,0.96307208,-0.07000895,0.89292117,0.35397508
1744,1.05020634,-0.09064317,0.96735174,0.39868255
1772,1.06930095,-0.10513625,0.98135353,0.41145611
1776,1.03645089,-0.12110320,0.93001363,0.44117921
1805,0.94548968,-0.14272000,0.83666837,0.41661467
1836,0.85852789,-0.14026355,0.76788764,0.35741411
1855,0.96834722,0.02259938,0.83887918,0.48318458
1874,2.07510513,0.58881212,1.98899112,0.05723539
1904,1.07852946,0.27438596,1.04276489,-0.02407325
