-44,1.069026516,-0.24613673,1.0395715,-0.039057625
-32,1.067098209,-0.236065267,1.040308437,0.027020998
-21,1.087393149,-0.250803994,1.054310227,0.089169295
-13,1.099126376,-0.265051429,1.059960072,0.119629329
-1,1.127408337,-0.281018383,1.084033325,0.130192083
12,1.135528533,-0.285194355,1.091157043,0.132157246
20,1.142766109,-0.283720483,1.101228506,0.112751257
36,1.118109747,-0.271192565,1.083542034,0.050602961
44,1.07813137,-0.28494871,1.039325855,0.031196971
55,1.073705567,-0.310004545,1.027534874,0.030214389
67,1.083624702,-0.309513254,1.038343273,0.016949535
79,1.080518593,-0.304845991,1.036623755,0.000736936
90,1.066034785,-0.285440001,1.026797937,-0.02530148
102,1.046948039,-0.270455629,1.011076629,-0.026038417
114,1.026599433,-0.260138521,0.992898867,-0.019651635
127,1.027231604,-0.253751739,0.995355321,-0.009088881
134,1.01450377,-0.242697694,0.985038213,0.003930327
146,0.988281733,-0.242452049,0.957771569,0.024318899
158,0.981670114,-0.261366748,0.946226233,0.004421618
169,0.986919769,-0.271192565,0.948928333,0.000491291
181,0.998501606,-0.271929502,0.960719314,0.008843236
193,1.004076027,-0.253260448,0.971036423,-0.03340778
206,0.988226016,-0.225993804,0.960719314,-0.050357315
214,0.969831154,-0.210026851,0.945489297,-0.05011167
227,0.947241463,-0.194059897,0.926083307,-0.044461825
243,0.930170896,-0.177356007,0.911835872,-0.048146506
250,0.930045815,-0.188164407,0.907905545,-0.07271105
266,0.940046584,-0.193077316,0.918222653,-0.057235387
269,0.933463466,-0.161389054,0.911098935,-0.123314011
280,0.909318701,-0.153037109,0.873023892,-0.203148779
293,0.944620299,-0.161880345,0.912327163,-0.183742789
302,0.988634672,-0.240486885,0.953841242,-0.098749467
314,1.074346836,-0.268490465,1.026797937,-0.166793253
327,1.240293648,-0.278807574,1.194082482,-0.186444889
342,1.38474607,-0.244417212,1.3493304,-0.192586025
350,1.470269918,-0.168758417,1.438254049,-0.25424303
362,1.462450284,-0.108083993,1.420076286,-0.33235828
376,1.360189728,-0.121348847,1.31051842,-0.343412325
