-29,1.392507383,0.110540448,1.382492534,0.124787883
1,1.27931053,0.077132668,1.271952086,0.113242548
25,1.084312305,-0.059937487,1.076663962,0.113733839
49,0.999795558,-0.097766885,0.989459831,0.104890603
81,0.923082745,-0.123805302,0.910361999,0.08941494
107,0.854506853,-0.126016111,0.842072567,0.072219759
131,0.788509885,-0.121103202,0.776976525,0.058217969
155,0.727407373,-0.119874975,0.716302102,0.040777143
182,0.665598972,-0.113733839,0.654399451,0.042987952
210,0.619319166,-0.126998692,0.604042136,0.050602961
242,0.593774215,-0.137561446,0.573827747,0.066078623
267,0.574866698,-0.127735629,0.554421757,0.082291222
295,0.562174441,-0.118892393,0.540911258,0.096538658
324,0.581438968,-0.136087574,0.554667403,0.109066575
349,0.643851505,-0.157704372,0.613376663,0.115944647
374,0.760948237,-0.156476145,0.733988573,0.125770465
380,0.823819694,-0.135104992,0.796628161,0.160652117
394,0.872418796,-0.105627539,0.842072567,0.202166197
407,0.904763743,-0.069763305,0.870567438,0.236310913
424,0.930145791,-0.035618589,0.879656319,0.300178727
446,0.957834853,-0.001965164,0.892921173,0.346605715
470,0.891081465,0.03340778,0.827088195,0.329901825
533,1.219855615,-0.001965164,1.162639866,0.369205096
571,1.393428298,0.085730258,1.348347818,0.34095587
608,1.261790194,0.259155939,1.227981552,0.130437728
643,0.905210111,0.06141136,0.883095355,0.189146988
682,0.859291273,0.011790981,0.78532847,0.348570879
743,0.98513031,0.252769157,0.907659899,0.28765081
771,0.984613295,0.183005852,0.955315115,0.152791463
792,1.05541085,0.144439518,1.026797937,0.196761997
815,1.088359835,0.165073735,1.05357329,0.217396214
837,1.089248192,0.204377006,1.043256182,0.237293495
882,0.950292551,0.14272,0.923872498,0.170723581
909,0.962921005,0.155247918,0.936646061,0.160652117
934,1.009427652,0.202903133,0.966369159,0.20953556
961,1.015364363,0.219115732,0.962684478,0.237047849
979,1.002054261,0.253506094,0.927311534,0.282737901
1003,1.00183411,0.267999175,0.91945088,0.294037591
1051,1.020141171,0.295020173,0.951139142,0.221326541
1078,1.04937978,0.317865199,0.978405786,0.207079106
1108,1.046069099,0.325725853,0.973492877,0.201183615
1130,1.025184695,0.298213564,0.96096496,0.196516352
